"Route_Name,Route_Link,Bus_Name,Bus_Type,Departure_Time,Duration,Starting_Time,Star_Rating,Price,Seat_Availability"
"Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,APSRTC - 5944,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 22:25:00,05h 33m,03:58,4.0,467.0,15"
"Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Sri Krishna Travels,NON A/C Semi Sleeper / Sleeper (2+1),2024-07-17 23:05:00,06h 25m,05:30,4.1,550.0,12"
"Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Raja Buses,A/C Seater/Sleeper (2+1),2024-07-17 23:10:00,06h 20m,05:30,4.6,800.0,12"
"Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Kaveri Travels,A/C Sleeper (2+1),2024-07-17 22:55:00,06h 05m,05:00,3.6,800.0,17"
"Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,JOSH BUS,Non A/C Seater / Sleeper (2+1),2024-07-17 23:15:00,06h 45m,06:00,4.5,600.0,1"
"Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,V Kaveri Travels,A/C Sleeper (2+1),2024-07-17 22:30:00,06h 45m,05:15,3.5,800.0,16"
"Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Svkdt travels,A/C Sleeper (2+1),2024-07-17 23:00:00,07h 45m,06:45,4.5,860.0,15"
"Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Rajesh Transports,A/C Sleeper (2+1),2024-07-17 20:20:00,07h 40m,04:00,4.8,1600.0,3"
"Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 20:00:00,07h 40m,03:40,4.4,656.0,15"
"Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,AdNani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 21:50:00,08h 40m,06:30,3.3,499.0,23"
"Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Sai Sri Krishna Travels,A/C Sleeper (2+1),2024-07-17 23:00:00,07h 30m,06:30,4.5,765.0,17"
"Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Sri Krishna Travels,A/C Seater / Sleeper (2+1),2024-07-17 22:15:00,08h 30m,06:45,3.6,600.0,15"
"Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Srivari Travels,A/C Seater / Sleeper (2+1),2024-07-17 19:30:00,08h 25m,03:55,4.1,770.0,25"
"Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 18:00:00,08h 45m,02:45,4.5,600.0,10"
"Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Sri Venkataramana Travels,A/C Seater / Sleeper (2+1),2024-07-17 21:30:00,07h 30m,05:00,3.1,675.0,9"
"Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),2024-07-17 19:30:00,07h 30m,03:00,4.7,839.0,1"
"Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Morning Star Travels,A/C Sleeper (2+1),2024-07-17 22:45:00,07h 00m,05:45,3.1,890.0,9"
"Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),2024-07-17 19:00:00,07h 30m,02:30,4.5,1290.0,12"
"Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,RK Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 20:30:00,08h 00m,04:30,3.4,499.0,17"
"Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),2024-07-17 19:50:00,07h 30m,03:20,4.5,1411.0,9"
"Vijayawada to Tirupati,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Srivari Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 20:30:00,08h 00m,04:30,3.5,650.0,13"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 4796,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 19:30:00,11h 10m,06:40,3.2,668.0,17"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 4798,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 19:45:00,10h 25m,06:10,3.3,631.0,16"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 4802,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 20:15:00,08h 35m,04:50,4.7,590.0,20"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 4804,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",2024-07-17 21:00:00,09h 45m,06:45,2.6,623.0,19"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 4820,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 21:00:00,08h 40m,05:40,4.5,569.0,15"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 4792,INDRA(A.C. Seater),2024-07-17 21:02:00,08h 08m,05:10,3.6,688.0,36"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 4822,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 21:15:00,08h 00m,05:15,4.6,537.0,19"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 4893,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 21:15:00,08h 05m,05:20,4.5,569.0,28"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 23533,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 21:20:00,08h 15m,05:35,3.9,569.0,34"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 4935,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 21:45:00,07h 50m,05:35,3.4,569.0,34"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 2552,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 21:50:00,06h 50m,04:40,3.4,537.0,19"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 4971,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 22:00:00,07h 55m,05:55,4.4,569.0,18"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 4790,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),2024-07-17 22:00:00,07h 20m,05:20,3.9,874.0,27"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 4995,INDRA(A.C. Seater),2024-07-17 22:15:00,07h 25m,05:40,4.1,688.0,20"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 2558,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 22:20:00,08h 15m,06:35,2.7,569.0,17"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 4814,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 22:30:00,06h 40m,05:10,4.6,569.0,12"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 4788,STAR LINER(NON-AC SLEEPER 2+1),2024-07-17 22:30:00,07h 15m,05:45,3.6,738.0,12"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 37800,INDRA(A.C. Seater),2024-07-17 22:32:00,07h 08m,05:40,4.3,688.0,25"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 4899,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 22:45:00,07h 55m,06:40,3.2,569.0,21"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 2562,INDRA(A.C. Seater),2024-07-17 23:00:00,06h 20m,05:20,4.6,649.0,23"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 49333,NIGHT RIDER (SEATER CUM SLEEPER),2024-07-17 23:00:00,07h 00m,06:00,3.9,776.0,39"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,APSRTC - 2544,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 23:20:00,08h 15m,07:35,4.5,569.0,14"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,LVP Travels,A/C Seater / Sleeper (2+1),2024-07-17 21:20:00,08h 10m,05:30,4.4,510.0,23"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,NueGo,Electric A/C Seater (2+2),2024-07-17 22:05:00,08h 22m,06:27,4.1,427.0,9"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Go Tour Travels and Holidays,A/C Sleeper (2+1),2024-07-17 23:25:00,07h 38m,07:03,4.3,890.0,10"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,NueGo,Electric A/C Seater (2+2),2024-07-17 22:50:00,08h 22m,07:12,4.0,427.0,11"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Nani Svkdt Travels,A/C Sleeper (2+1),2024-07-17 21:45:00,07h 41m,05:26,4.1,1030.0,11"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 21:30:00,08h 15m,05:45,4.0,560.0,14"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,BSR Tours And Travels,VE A/C Sleeper (2+1),2024-07-17 23:25:00,07h 35m,07:00,4.7,880.0,9"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,BSR Tours And Travels,A/C Sleeper (2+1),2024-07-17 23:25:00,07h 20m,06:45,4.5,880.0,7"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Mythri Tours And Travels,A/C Sleeper (2+1),2024-07-17 23:59:00,06h 41m,06:40,4.6,809.0,8"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Orange Tours And Travels,NON A/C Sleeper (2+1),2024-07-17 21:45:00,08h 17m,06:02,3.7,800.0,19"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Prasanna Travels,A/C Seater / Sleeper (2+1),2024-07-17 21:30:00,07h 55m,05:25,3.5,525.0,18"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,KKaveri Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 21:15:00,08h 35m,05:50,3.9,600.0,9"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Nani Svkdt Travels,A/C Sleeper (2+1),2024-07-17 22:16:00,07h 29m,05:45,3.9,1030.0,7"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 21:15:00,08h 25m,05:40,3.6,600.0,14"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Zingbus Plus,A/C Sleeper (2+1),2024-07-17 23:50:00,06h 45m,06:35,4.7,887.0,1"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),2024-07-17 23:30:00,07h 30m,07:00,3.7,800.0,18"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Sri Atluri Travels,A/C Seater / Sleeper (2+1),2024-07-17 21:15:00,07h 30m,04:45,3.8,510.0,19"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Sai RK Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 22:40:00,07h 50m,06:30,3.9,550.0,8"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,GO BUS,Non A/C Seater / Sleeper (2+1),2024-07-17 22:10:00,08h 00m,06:10,3.8,474.0,14"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,BSR Tours And Travels,VE A/C Sleeper (2+1),2024-07-17 22:40:00,07h 35m,06:15,4.8,880.0,11"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),2024-07-17 22:45:00,08h 35m,07:20,3.0,600.0,15"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),2024-07-17 23:59:00,06h 38m,06:37,3.9,960.0,16"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),2024-07-17 23:20:00,07h 45m,07:05,3.6,900.0,20"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Chandu Travels,A/C Seater / Sleeper (2+1),2024-07-17 22:40:00,07h 15m,05:55,3.4,475.0,14"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Sri Venkata Padmavathi Travels,A/C Seater / Sleeper (2+1),2024-07-17 22:15:00,08h 05m,06:20,3.9,490.0,23"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),2024-07-17 23:25:00,08h 05m,07:30,3.8,600.0,22"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Vinay's Tours and Travels,A/C Sleeper (2+1),2024-07-17 21:15:00,08h 45m,06:00,3.7,760.0,19"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Sri Atluri Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 22:40:00,07h 00m,05:40,3.8,499.0,11"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),2024-07-17 23:29:00,07h 01m,06:30,3.5,495.0,11"
"Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Zingbus Plus,A/C Sleeper (2+1),2024-07-17 23:10:00,07h 40m,06:50,4.4,887.0,1"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 2718,INDRA(A.C. Seater),2024-07-17 17:00:00,08h 45m,01:45,3.3,671.0,33"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6334,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 17:30:00,08h 45m,02:15,3.8,555.0,34"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 2692,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 18:00:00,09h 00m,03:00,3.7,555.0,33"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 9568,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 18:30:00,09h 00m,03:30,4.2,571.0,34"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 2854,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 19:00:00,09h 00m,04:00,3.7,555.0,33"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 3927,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 19:15:00,08h 15m,03:30,3.8,579.0,33"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 4980,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 19:15:00,09h 30m,04:45,3.7,555.0,33"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 3958,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 20:00:00,09h 15m,05:15,4.1,566.0,33"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6377,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 20:15:00,08h 45m,05:00,3.7,555.0,24"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 3964,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 20:45:00,09h 15m,06:00,3.0,566.0,33"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6503,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 21:00:00,08h 15m,05:15,3.8,555.0,33"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6269,INDRA(A.C. Seater),2024-07-17 21:15:00,07h 30m,04:45,4.0,671.0,16"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 3815,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 21:30:00,08h 30m,06:00,2.8,566.0,26"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6904,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 21:30:00,09h 00m,06:30,2.8,555.0,33"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 51069,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 21:45:00,08h 15m,06:00,4.1,555.0,19"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6628,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 22:00:00,08h 00m,06:00,2.8,555.0,19"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6277,NIGHT RIDER (SEATER CUM SLEEPER),2024-07-17 22:15:00,07h 30m,05:45,3.5,756.0,17"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6371,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",2024-07-17 22:30:00,08h 15m,06:45,4.3,555.0,10"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 52965,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 22:50:00,08h 20m,07:10,4.2,555.0,22"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6386,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 23:00:00,08h 30m,07:30,3.7,555.0,19"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 9563,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 23:30:00,08h 15m,07:45,4.1,571.0,34"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6902,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 23:30:00,08h 45m,08:15,2.0,555.0,31"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,APSRTC - 6726,INDRA(A.C. Seater),2024-07-17 23:57:00,06h 03m,06:00,3.8,671.0,22"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Svkdt travels,A/C Sleeper (2+1),2024-07-17 22:30:00,08h 15m,06:45,4.6,738.0,1"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Orange Tours And Travels,A/C Sleeper (2+1),2024-07-17 23:05:00,07h 40m,06:45,3.5,810.0,16"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,SOLLIGI TRAVELS,A/C Sleeper (2+1),2024-07-17 22:45:00,07h 35m,06:20,4.5,900.0,13"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Al madeena Travels,A/C Sleeper (2+1),2024-07-17 23:55:00,07h 05m,07:00,3.7,950.0,14"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Srinivasa Travels,A/C Sleeper (2+1),2024-07-17 22:30:00,07h 30m,06:00,3.2,900.0,7"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,SUDHAKAR TRAVELS,A/C Sleeper (2+1),2024-07-17 23:30:00,07h 15m,06:45,3.9,990.0,14"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Psr tours and travels,Non A/C Seater / Sleeper (2+1),2024-07-17 23:10:00,07h 20m,06:30,1.9,649.0,14"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),2024-07-17 22:15:00,07h 45m,06:00,3.5,849.0,22"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Morning Star Travels,A/C Sleeper (2+1),2024-07-17 16:30:00,08h 45m,01:15,3.0,1390.0,1"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Morning Star Travels,A/C Sleeper (2+1),2024-07-17 23:20:00,07h 10m,06:30,1.4,1090.0,17"
"Kurnool to Vijayawada,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Al madeena Travels,A/C Seater / Sleeper (2+1),2024-07-17 23:55:00,07h 05m,07:00,1.0,700.0,25"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 2853,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 17:00:00,09h 10m,02:10,3.7,555.0,31"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6946,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 17:30:00,08h 45m,02:15,2.1,555.0,33"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 9571,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 17:45:00,11h 00m,04:45,2.7,555.0,31"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 51625,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 18:00:00,09h 00m,03:00,3.7,555.0,33"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 4979,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 18:10:00,09h 20m,03:30,3.7,555.0,33"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 3926,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 18:10:00,09h 20m,03:30,3.7,579.0,33"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6505,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 18:30:00,09h 15m,03:45,3.5,555.0,33"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 3963,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 18:40:00,10h 15m,04:55,3.4,555.0,32"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 2691,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 18:45:00,09h 15m,04:00,1.3,555.0,33"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 3814,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 20:15:00,09h 30m,05:45,2.3,555.0,23"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6362,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 20:20:00,08h 40m,05:00,4.1,555.0,30"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 51068,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 20:45:00,08h 30m,05:15,4.4,554.0,24"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6727,INDRA(A.C. Seater),2024-07-17 21:00:00,07h 00m,04:00,3.4,671.0,29"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6629,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 21:00:00,09h 00m,06:00,4.2,555.0,31"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6360,INDRA(A.C. Seater),2024-07-17 21:30:00,07h 30m,05:00,4.2,671.0,28"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6364,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 22:00:00,09h 00m,07:00,3.9,555.0,27"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6278,NIGHT RIDER (SEATER CUM SLEEPER),2024-07-17 22:00:00,07h 30m,05:30,3.9,756.0,30"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 9594,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 22:30:00,09h 45m,08:15,2.7,555.0,31"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6372,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",2024-07-17 22:40:00,09h 05m,07:45,4.8,555.0,37"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6366,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 23:00:00,08h 45m,07:45,3.3,555.0,31"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 2717,INDRA(A.C. Seater),2024-07-17 23:30:00,08h 35m,08:05,1.9,671.0,21"
"Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6374,Super Luxury (Non AC Seater 2+2 Push Back),2024-07-17 23:55:00,08h 35m,08:30,3.1,555.0,32"
